id,longitude,latitude,elevation,title,place_description,sig,mag,magType,time,updated,country_code,sig_class
nc75286346,-122.7928314,38.78633499,-0.370000005,"M 0.9 - 3 km WNW of The Geysers, CA","3 km WNW of The Geysers, CA",13,0.93,md,38:42.0,12:17.0,US,Low
us7000rkts,-157.024,54.9129,10,"M 4.2 - 174 km SE of Perryville, Alaska","174 km SE of Perryville, Alaska",271,4.2,mb,38:02.4,11:37.0,US,Moderate
ci41147199,-116.0436667,33.98333333,9.35,"M 1.9 - 17 km S of Twentynine Palms, CA","17 km S of Twentynine Palms, CA",54,1.88,ml,20:23.9,39:33.9,US,Low
ak2025ziyjaf,-155.92,58.24,0,"M 2.4 - 66 km SE of King Salmon, Alaska","66 km SE of King Salmon, Alaska",89,2.4,ml,19:25.3,16:09.2,US,Low
av93964561,-166.58,53.94566667,9.06,"M 0.5 - 6 km NNW of Dutch Harbor, Alaska","6 km NNW of Dutch Harbor, Alaska",4,0.49,ml,18:42.5,57:38.2,US,Low
av93053739,-155.2651667,58.19666667,2.22,"M -0.6 - 84 km NW of Karluk, Alaska","84 km NW of Karluk, Alaska",0,-0.62,ml,06:47.1,53:07.9,US,Low
ak2025zixxhg,-151.511,65.451,8.2,"M 2.6 - 40 km NE of Tanana, Alaska","40 km NE of Tanana, Alaska",104,2.6,ml,05:48.8,50:45.0,US,Moderate
us7000rktm,70.4226,23.7132,10,"M 4.6 - 27 km NW of R?par, India","27 km NW of R?par, India",326,4.6,mb,00:05.4,18:59.1,IN,Moderate
ak2025zixhke,-147.215,61.179,7.2,"M 1.9 - 45 km NW of Tatitlek, Alaska","45 km NW of Tatitlek, Alaska",56,1.9,ml,47:23.7,48:44.6,US,Low
ci41147191,-118.6265,34.377,10.75,"M 2.5 - 10 km SSW of Valencia, CA","10 km SSW of Valencia, CA",94,2.47,ml,45:07.1,40:53.4,US,Low
tx2025ziwtda,-104.362,31.652,4.5796,"M 1.5 - 58 km S of Whites City, New Mexico","58 km S of Whites City, New Mexico",35,1.5,ml,30:49.5,07:38.2,US,Low
us7000rktc,167.3614,-12.128,283.635,"M 4.8 - 194 km N of Sola, Vanuatu","194 km N of Sola, Vanuatu",354,4.8,mb,29:10.4,43:37.0,VU,Moderate
ak2025ziwmub,-150.823,61.993,62.2,"M 1.9 - 30 km E of Skwentna, Alaska","30 km E of Skwentna, Alaska",56,1.9,ml,23:28.4,24:59.6,US,Low
ci41147175,-116.3448333,34.01433333,4.18,"M 1.3 - 14 km SSW of Joshua Tree, CA","14 km SSW of Joshua Tree, CA",28,1.34,ml,16:46.0,20:25.7,US,Low
ak2025zivxpn,-155.364,58.17,5,"M 1.8 - 85 km NW of Karluk, Alaska","85 km NW of Karluk, Alaska",50,1.8,ml,05:51.7,43:08.3,US,Low
tx2025zivwos,-101.934,31.749,5.4199,"M 1.1 - 30 km SSE of Midland, Texas","30 km SSE of Midland, Texas",19,1.1,ml,04:46.2,03:13.8,US,Low
nc75286326,-122.6945038,38.74150085,-0.430000007,"M 1.4 - 4 km S of Anderson Springs, CA","4 km S of Anderson Springs, CA",30,1.4,md,59:27.1,27:21.7,US,Low
tx2025zivhpc,-103.984,31.624,10.2654,"M 1.6 - 37 km WSW of Mentone, Texas","37 km WSW of Mentone, Texas",39,1.6,ml,47:15.1,52:55.4,US,Low
tx2025zivgja,-104.366,31.67,6.0999,"M 2.6 - 56 km S of Whites City, New Mexico","56 km S of Whites City, New Mexico",104,2.6,ml,46:04.1,35:08.2,US,Moderate
av93964446,-153.0628333,60.01166667,-0.05,"M -1.2 - 63 km ENE of Pedro Bay, Alaska","63 km ENE of Pedro Bay, Alaska",0,-1.16,ml,39:10.3,39:07.0,US,Low
us7000rksw,147.8485,-6.1929,47.888,"M 4.3 - 40 km N of Finschhafen, Papua New Guinea","40 km N of Finschhafen, Papua New Guinea",284,4.3,mb,33:25.8,30:01.0,PG,Moderate
ak2025ziuvla,-150.563,62.167,8.2,"M 1.8 - 23 km SW of Trapper Creek, Alaska","23 km SW of Trapper Creek, Alaska",50,1.8,ml,33:09.6,35:13.6,US,Low
us7000rkst,-68.5951,-21.5415,147.012,"M 4.0 - 49 km SW of Ollagüe, Chile","49 km SW of Ollagüe, Chile",246,4,mb,26:53.0,22:59.0,CL,Moderate
ak2025ziukii,-150.438,62.253,18.3,"M 1.5 - 12 km WSW of Trapper Creek, Alaska","12 km WSW of Trapper Creek, Alaska",35,1.5,ml,20:15.7,21:44.9,US,Low
nc75286311,-122.815834,38.84600067,1.639999986,"M 1.0 - 8 km WNW of Cobb, CA","8 km WNW of Cobb, CA",16,1.03,md,16:00.1,32:19.9,US,Low
tx2025ziuffz,-104.368,31.663,4.2247,"M 1.6 - 56 km S of Whites City, New Mexico","56 km S of Whites City, New Mexico",39,1.6,ml,14:22.1,00:35.5,US,Low
ak2025zituch,-151.269,60.673,55.4,"M 2.0 - 2 km SSE of Nikiski, Alaska","2 km SSE of Nikiski, Alaska",62,2,ml,01:27.2,04:38.8,US,Low
pr71503113,-66.8465,17.9415,11.85,"M 2.7 - 6 km SE of Maria Antonia, Puerto Rico","6 km SE of Maria Antonia, Puerto Rico",110,2.67,md,33:29.6,57:12.8,PR,Moderate
us7000rksj,129.6502,0.1619,10,"M 4.5 - 105 km WNW of Waisai, Indonesia","105 km WNW of Waisai, Indonesia",312,4.5,mb,26:16.3,05:46.0,ID,Moderate
nc75286306,-122.7584991,38.79316711,-0.150000006,"M 1.8 - 2 km N of The Geysers, CA","2 km N of The Geysers, CA",47,1.75,md,23:29.1,17:24.2,US,Low
tx2025zismhf,-101.721,32.004,8.8135,"M 1.1 - 15 km SSE of Stanton, Texas","15 km SSE of Stanton, Texas",19,1.1,ml,22:12.3,27:36.3,US,Low
ci41147143,-116.7736667,33.70983333,16.74,"M 1.7 - 6 km WSW of Idyllwild, CA","6 km WSW of Idyllwild, CA",46,1.72,ml,18:21.3,40:50.6,US,Low
ak2025zisimi,-143.494,61.252,19.9,"M 1.0 - 36 km WSW of McCarthy, Alaska","36 km WSW of McCarthy, Alaska",15,1,ml,17:47.3,19:15.9,US,Low
nc75286301,-122.7555008,38.79150009,0.660000026,"M 0.8 - 2 km N of The Geysers, CA","2 km N of The Geysers, CA",10,0.79,md,16:30.7,52:21.1,US,Low
tx2025zisbsb,-104.369,31.672,4.6353,"M 1.8 - 55 km S of Whites City, New Mexico","55 km S of Whites City, New Mexico",50,1.8,ml,09:56.1,07:27.6,US,Low
ak2025zisaou,-153.025,59.573,92,"M 1.8 - 65 km ESE of Pedro Bay, Alaska","65 km ESE of Pedro Bay, Alaska",50,1.8,ml,08:47.3,10:13.9,US,Low
tx2025zirzvg,-104.374,31.674,4.2853,"M 1.7 - 55 km S of Whites City, New Mexico","55 km S of Whites City, New Mexico",44,1.7,ml,07:45.1,11:37.3,US,Low
pr71503103,-65.90616667,18.47966667,103.82,"M 2.9 - 6 km NNW of Loíza, Puerto Rico","6 km NNW of Loíza, Puerto Rico",131,2.92,md,06:36.3,23:06.3,PR,Moderate
tx2025zirnot,-104.361,31.673,6.0999,"M 2.7 - 55 km S of Whites City, New Mexico","55 km S of Whites City, New Mexico",112,2.7,ml,53:31.6,23:13.1,US,Moderate
ak2025zirlej,-153.064,60.133,124.6,"M 1.6 - 69 km ENE of Pedro Bay, Alaska","69 km ENE of Pedro Bay, Alaska",39,1.6,ml,50:46.7,53:08.8,US,Low
nc75286286,-122.737999,38.77099991,0.310000002,"M 1.1 - 2 km ESE of The Geysers, CA","2 km ESE of The Geysers, CA",17,1.05,md,45:24.3,27:16.9,US,Low
tx2025zirfvs,-104.363,31.67,6.3049,"M 2.6 - 56 km S of Whites City, New Mexico","56 km S of Whites City, New Mexico",104,2.6,ml,44:39.7,29:55.1,US,Moderate
ak2025zirfrr,-149.986,61.627,27.8,"M 2.2 - 8 km W of Houston, Alaska","8 km W of Houston, Alaska",74,2.2,ml,44:22.7,52:58.8,US,Low
us7000rks9,155.6989,57.8739,10,"M 4.9 - 177 km W of Tigil’, Russia","177 km W of Tigil’, Russia",369,4.9,mb,39:36.8,03:55.0,RU,Moderate
tx2025ziqswr,-103.604,31.306,5.7186,"M 2.0 - 9 km SW of Lindsay, Texas","9 km SW of Lindsay, Texas",62,2,ml,31:42.3,36:30.8,US,Low
us7000rks4,163.6059,52.421,10,"M 4.5 - off the east coast of the Kamchatka Peninsula, Russia","off the east coast of the Kamchatka Peninsula, Russia",312,4.5,mb,30:23.2,55:44.0,RU,Moderate
av93964306,-166.6351667,53.88883333,7.36,"M 0.2 - 6 km W of Dutch Harbor, Alaska","6 km W of Dutch Harbor, Alaska",0,0.16,ml,28:37.6,29:06.5,US,Low
av93964301,-153.075,60.00633333,5.34,"M -1.1 - 62 km ENE of Pedro Bay, Alaska","62 km ENE of Pedro Bay, Alaska",0,-1.06,ml,26:16.3,25:36.2,US,Low
tx2025ziqnzt,-103.484,31.133,3.1684,"M 1.5 - 26 km S of Lindsay, Texas","26 km S of Lindsay, Texas",35,1.5,ml,23:48.0,00:22.5,US,Low
tx2025ziqnfk,-104.363,31.666,6.0999,"M 2.1 - 56 km S of Whites City, New Mexico","56 km S of Whites City, New Mexico",68,2.1,ml,23:19.2,35:07.8,US,Low
tx2025ziqnco,-104.365,31.665,3.1931,"M 1.9 - 56 km S of Whites City, New Mexico","56 km S of Whites City, New Mexico",56,1.9,ml,22:48.1,01:09.6,US,Low
tx2025ziqlpe,-104.377,31.672,3.9381,"M 1.5 - 55 km S of Whites City, New Mexico","55 km S of Whites City, New Mexico",35,1.5,ml,21:03.2,06:03.4,US,Low
tx2025ziqiys,-104.369,31.644,4.1583,"M 1.5 - 58 km S of Whites City, New Mexico","58 km S of Whites City, New Mexico",35,1.5,ml,18:00.1,00:57.5,US,Low
ci41147135,-116.622,34.01883333,10.84,"M 1.4 - 5 km SW of Morongo Valley, CA","5 km SW of Morongo Valley, CA",31,1.41,ml,01:56.2,40:47.8,US,Low
nc75286256,-122.7573318,38.79299927,0.400000006,"M 1.1 - 2 km N of The Geysers, CA","2 km N of The Geysers, CA",17,1.06,md,58:39.9,27:20.1,US,Low
nc75286246,-122.8813324,38.84000015,2.200000048,"M 0.7 - 12 km ENE of Cloverdale, CA","12 km ENE of Cloverdale, CA",8,0.74,md,55:16.9,17:22.0,US,Low
tx2025zipoad,-104.369,31.658,4.3142,"M 1.8 - 57 km S of Whites City, New Mexico","57 km S of Whites City, New Mexico",50,1.8,ml,53:43.3,02:11.4,US,Low
ak2025zipmcy,-150.934,61.36,64,"M 1.5 - 25 km NNE of Beluga, Alaska","25 km NNE of Beluga, Alaska",35,1.5,ml,51:30.3,53:19.8,US,Low
tx2025ziplwd,-103.954,31.906,0,"M 2.3 - 36 km SSE of Malaga, New Mexico","36 km SSE of Malaga, New Mexico",81,2.3,ml,51:11.5,55:02.7,US,Low
tx2025ziplbw,-104.362,31.674,6.0999,"M 3.5 - 55 km S of Whites City, New Mexico","55 km S of Whites City, New Mexico",188,3.5,ml,50:26.9,03:10.2,US,Moderate
us7000rkrt,-104.3601,31.6435,5,"M 2.5 - 59 km S of Whites City, New Mexico","59 km S of Whites City, New Mexico",96,2.5,ml,46:56.8,08:08.8,US,Low
nc75286241,-122.7843323,38.83833313,0.920000017,"M 1.2 - 6 km WNW of Cobb, CA","6 km WNW of Cobb, CA",23,1.22,md,44:17.1,37:19.5,US,Low
ak2025zipdpr,-154.354,58.305,8.8,"M 1.6 - 82 km N of Karluk, Alaska","82 km N of Karluk, Alaska",39,1.6,ml,41:36.8,18:35.8,US,Low
tx2025zipdmn,-104.36,31.667,6.8176,"M 1.9 - 56 km S of Whites City, New Mexico","56 km S of Whites City, New Mexico",56,1.9,ml,41:28.7,30:33.8,US,Low
ci41147119,-117.6021667,35.7865,7.62,"M 0.9 - 18 km W of Searles Valley, CA","18 km W of Searles Valley, CA",12,0.9,ml,38:52.1,42:31.2,US,Low
nc75286231,-122.8164978,38.81750107,2.49000001,"M 1.3 - 7 km NW of The Geysers, CA","7 km NW of The Geysers, CA",26,1.3,md,31:52.6,12:19.4,US,Low
tx2025ziotjh,-104.326,31.68,7.0227,"M 2.3 - 55 km S of Whites City, New Mexico","55 km S of Whites City, New Mexico",81,2.3,ml,29:45.2,52:01.1,US,Low
uu80126056,-110.8095,44.7405,4.88,"M 1.5 - 24 km ENE of West Yellowstone, Montana","24 km ENE of West Yellowstone, Montana",32,1.45,ml,28:37.8,25:12.2,US,Low
tx2025zioqrt,-104.363,31.668,6.9714,"M 3.3 - 56 km S of Whites City, New Mexico","56 km S of Whites City, New Mexico",168,3.3,ml,26:37.5,38:39.6,US,Moderate
ak2025ziopxs,-150.075,61.81,26.2,"M 1.5 - 7 km NNW of Willow, Alaska","7 km NNW of Willow, Alaska",35,1.5,ml,25:44.5,27:19.0,US,Low
ci41147103,-116.8551667,33.30216667,13.17,"M 1.1 - 6 km S of Palomar Observatory, CA","6 km S of Palomar Observatory, CA",18,1.09,ml,24:13.9,40:44.2,US,Low
ak2025ziokya,-150.899,60.721,23.7,"M 1.6 - 21 km E of Nikiski, Alaska","21 km E of Nikiski, Alaska",39,1.6,ml,19:52.5,22:57.9,US,Low
us7000rkrn,176.1401,-40.6808,25.174,"M 4.5 - 25 km NNW of Castlepoint, New Zealand","25 km NNW of Castlepoint, New Zealand",313,4.5,mwr,16:50.2,01:44.3,NZ,Moderate
ak2025ziogcr,-150.55,63.15,117.4,"M 1.8 - 73 km SE of Denali National Park, Alaska","73 km SE of Denali National Park, Alaska",50,1.8,ml,14:21.1,16:04.9,US,Low
av93964211,-155.3565,58.17816667,1.45,"M -0.7 - 86 km NW of Karluk, Alaska","86 km NW of Karluk, Alaska",0,-0.74,ml,10:55.8,13:35.4,US,Low
ak2025zinmmi,-156.024,57.282,8.1,"M 2.4 - 86 km ESE of Ugashik, Alaska","86 km ESE of Ugashik, Alaska",89,2.4,ml,51:33.6,53:38.8,US,Low
ak2025zinkkv,-150.536,62.954,87.9,"M 1.7 - 52 km NNE of Petersville, Alaska","52 km NNE of Petersville, Alaska",44,1.7,ml,49:11.1,51:15.8,US,Low
av93964181,-166.6193333,53.89866667,8.67,"M 1.0 - 5 km W of Dutch Harbor, Alaska","5 km W of Dutch Harbor, Alaska",16,1.02,ml,37:24.7,07:05.0,US,Low
ci41147095,-117.5381667,35.68266667,4.58,"M 0.8 - 14 km ENE of Ridgecrest, CA","14 km ENE of Ridgecrest, CA",9,0.78,ml,18:45.5,40:28.2,US,Low
ak2025zimhez,-147.538,61.127,5,"M 1.4 - 54 km WNW of Tatitlek, Alaska","54 km WNW of Tatitlek, Alaska",30,1.4,ml,15:16.1,18:19.6,US,Low
tx2025zimdrk,-104.528,31.474,0,"M 2.0 - 56 km NNE of Van Horn, Texas","56 km NNE of Van Horn, Texas",62,2,ml,11:14.2,13:12.2,US,Low
av93964156,-166.6268333,53.898,7.73,"M 0.7 - 5 km W of Dutch Harbor, Alaska","5 km W of Dutch Harbor, Alaska",8,0.74,ml,02:07.9,47:03.9,US,Low
us7000rkre,123.6726,0.51,258.786,"M 4.7 - 67 km E of Gorontalo, Indonesia","67 km E of Gorontalo, Indonesia",340,4.7,mb,01:45.4,25:16.0,ID,Moderate
av93964151,-166.664,53.89633333,7.22,"M 0.3 - 8 km W of Dutch Harbor, Alaska","8 km W of Dutch Harbor, Alaska",2,0.34,ml,58:47.3,36:32.0,US,Low
tx2025zikvpb,-104.153,31.527,4.1652,"M 1.6 - 41 km NW of Toyah, Texas","41 km NW of Toyah, Texas",39,1.6,ml,31:40.4,00:57.7,US,Low
nc75286171,-122.7559967,38.79383469,0.430000007,"M 1.6 - 2 km N of The Geysers, CA","2 km N of The Geysers, CA",37,1.55,md,28:29.9,32:22.7,US,Low
ci41147087,-116.081,33.2595,4.4,"M 0.9 - 12 km WSW of Salton City, CA","12 km WSW of Salton City, CA",12,0.88,ml,27:21.3,31:02.8,US,Low
us7000rkr3,142.3449,41.3153,65.477,"M 4.6 - 94 km E of Mutsu, Japan","94 km E of Mutsu, Japan",326,4.6,mb,25:52.8,03:10.0,JP,Moderate
nc75286166,-122.7561646,38.79183197,0.109999999,"M 1.3 - 2 km N of The Geysers, CA","2 km N of The Geysers, CA",24,1.25,md,25:05.7,07:20.5,US,Low
av93964091,-166.625,53.9035,7.1,"M 0.4 - 5 km WNW of Dutch Harbor, Alaska","5 km WNW of Dutch Harbor, Alaska",2,0.4,ml,19:44.9,44:02.6,US,Low
us7000rkqm,142.418,41.2222,61.607,"M 5.6 - 99 km E of Yokohama, Japan","99 km E of Yokohama, Japan",482,5.6,mww,17:42.7,46:16.0,JP,Moderate
av93964081,-153.0888333,60.039,-2.35,"M -0.4 - 63 km ENE of Pedro Bay, Alaska","63 km ENE of Pedro Bay, Alaska",0,-0.41,ml,15:23.8,40:03.3,US,Low
ci41147079,-116.5623333,33.514,14.16,"M 0.7 - 11 km ESE of Anza, CA","11 km ESE of Anza, CA",6,0.65,ml,08:58.8,40:31.3,US,Low
ak2025zijzoq,-150.923,61.025,41.6,"M 1.6 - 12 km ESE of Tyonek, Alaska","12 km ESE of Tyonek, Alaska",39,1.6,ml,06:03.8,10:13.3,US,Low
hv74860152,-155.1813354,18.73116684,16.82999992,"M 1.9 - 56 km SE of Naalehu, Hawaii","56 km SE of Naalehu, Hawaii",54,1.87,md,03:45.8,07:36.1,US,Low
nc75286156,-122.7835007,38.83850098,1.809999943,"M 0.7 - 6 km WNW of Cobb, CA","6 km WNW of Cobb, CA",8,0.7,md,55:26.6,17:20.8,US,Low
hv74860147,-155.4038391,19.41233253,1.879999995,"M 2.0 - 18 km W of Volcano, Hawaii","18 km W of Volcano, Hawaii",64,2.04,ml,51:35.2,55:35.0,US,Low
ci41147071,-117.7806667,33.93483333,11.7,"M 1.1 - 6 km NNE of Yorba Linda, CA","6 km NNE of Yorba Linda, CA",20,1.14,ml,45:20.0,48:56.4,US,Low
ak2025zijede,-150.566,63.203,113.2,"M 1.4 - 69 km ESE of Denali National Park, Alaska","69 km ESE of Denali National Park, Alaska",30,1.4,ml,41:12.0,43:08.6,US,Low
tx2025zijdja,-104.44,31.636,3.6283,"M 1.6 - 60 km S of Whites City, New Mexico","60 km S of Whites City, New Mexico",39,1.6,ml,40:18.1,06:04.6,US,Low
us7000rkqj,-139.4729,60.4229,5,"M 3.1 - 98 km N of Yakutat, Alaska","98 km N of Yakutat, Alaska",148,3.1,ml,38:08.3,48:34.0,CA,Moderate
ci41147063,-117.8031667,36.0105,1.42,"M 1.4 - 12 km NE of Little Lake, CA","12 km NE of Little Lake, CA",28,1.36,ml,35:37.9,40:44.6,US,Low
us7000rkqh,97.8918,24.8622,10,"M 4.4 - 17 km NNW of Yingjiang, China","17 km NNW of Yingjiang, China",298,4.4,mb,19:41.3,05:57.0,CN,Moderate
av93964041,-155.1805,58.23083333,3.1,"M -0.8 - 85 km NNW of Karluk, Alaska","85 km NNW of Karluk, Alaska",0,-0.83,ml,19:18.9,19:01.1,US,Low
ak2025ziikqj,-149.675,64.21,19.9,"M 1.3 - 24 km WSW of Clear, Alaska","24 km WSW of Clear, Alaska",26,1.3,ml,18:34.3,20:08.5,US,Low
ci41147055,-119.0266667,34.49133333,10.59,"M 1.7 - 14 km NW of Fillmore, CA","14 km NW of Fillmore, CA",43,1.67,ml,00:42.7,04:19.1,US,Low
ak2025zihrpq,-148.36,61.525,5,"M 1.2 - 30 km ENE of Knik River, Alaska","30 km ENE of Knik River, Alaska",22,1.2,ml,56:29.3,57:55.4,US,Low
ak2025zihqbw,-149.489,61.719,34.6,"M 1.7 - 10 km NNW of Tanaina, Alaska","10 km NNW of Tanaina, Alaska",44,1.7,ml,54:43.9,56:41.4,US,Low
ak2025zihnva,-154.741,57.896,80,"M 2.8 - 40 km NNW of Karluk, Alaska","40 km NNW of Karluk, Alaska",121,2.8,ml,52:04.8,56:37.4,US,Moderate
ak2025zihkgi,-150.851,62.561,77.3,"M 1.7 - 8 km NNW of Petersville, Alaska","8 km NNW of Petersville, Alaska",44,1.7,ml,47:56.8,51:11.7,US,Low
av93964001,-153.082,60.04533333,0.57,"M -0.9 - 64 km ENE of Pedro Bay, Alaska","64 km ENE of Pedro Bay, Alaska",0,-0.87,ml,45:08.7,54:29.9,US,Low
nc75286131,-121.3423309,36.66949844,2.529999971,"M 1.8 - 14 km S of Tres Pinos, CA","14 km S of Tres Pinos, CA",47,1.75,md,44:50.3,42:20.4,US,Low
ci41147047,-116.574,33.52083333,14.64,"M 0.6 - 10 km ESE of Anza, CA","10 km ESE of Anza, CA",5,0.57,ml,34:43.5,24:24.2,US,Low
ci41147039,-117.7458333,36.16633333,2.91,"M 1.1 - 23 km NE of Coso Junction, CA","23 km NE of Coso Junction, CA",19,1.11,ml,52:24.4,24:26.2,US,Low
nc75286126,-121.4086685,36.79766846,6.21999979,"M 1.6 - 4 km WSW of Ridgemark, CA","4 km WSW of Ridgemark, CA",37,1.55,md,48:45.8,22:19.0,US,Low
ci41147031,-119.257,34.39716667,4.47,"M 2.0 - 6 km SSW of Ojai, CA","6 km SSW of Ojai, CA",62,2,ml,35:13.2,38:51.3,US,Low
pr71503088,-66.30083333,18.897,40.77,"M 3.1 - 47 km N of Brenas, Puerto Rico","47 km N of Brenas, Puerto Rico",150,3.12,md,25:31.7,14:09.0,PR,Moderate
uw62211577,-122.789,45.5265,22.93,"M 1.2 - 1 km E of Cedar Mill, Oregon","1 km E of Cedar Mill, Oregon",21,1.18,ml,18:07.2,59:30.0,US,Low
us7000rkqb,148.947,44.302,52.622,"M 4.8 - 133 km SE of Kuril’sk, Russia","133 km SE of Kuril’sk, Russia",354,4.8,mb,17:02.0,47:50.0,JP,Moderate
ci41147023,-117.8053333,35.33566667,6.25,"M 1.3 - 16 km WSW of Johannesburg, CA","16 km WSW of Johannesburg, CA",27,1.33,ml,06:06.2,09:43.5,US,Low
ci41147015,-119.2555,34.39766667,4.11,"M 1.6 - 6 km SSW of Ojai, CA","6 km SSW of Ojai, CA",37,1.56,ml,01:18.1,05:02.0,US,Low
ak2025zidhzi,-150.182,60.816,42.8,"M 2.7 - 30 km ESE of Point Possession, Alaska","30 km ESE of Point Possession, Alaska",112,2.7,ml,44:46.8,47:00.0,US,Moderate
uw62211572,-122.1898333,46.20016667,-0.46,"M 0.6 - 37 km NNE of Amboy, Washington","37 km NNE of Amboy, Washington",6,0.64,ml,21:29.6,05:31.5,US,Low
ci41147007,-116.9436667,33.48466667,4.57,"M 0.4 - 9 km WNW of Aguanga, CA","9 km WNW of Aguanga, CA",2,0.37,ml,05:25.7,09:01.1,US,Low
us7000rkq5,-139.6544,60.5638,5,"M 3.2 - 113 km N of Yakutat, Alaska","113 km N of Yakutat, Alaska",158,3.2,ml,03:38.1,29:35.0,CA,Moderate
ak2025zibvmq,-152.075,60.372,86.7,"M 2.0 - 40 km WNW of Clam Gulch, Alaska","40 km WNW of Clam Gulch, Alaska",62,2,ml,00:08.9,02:14.2,US,Low
ak2025zibvcw,-141.695,60.742,10.7,"M 1.2 - 101 km SE of McCarthy, Alaska","101 km SE of McCarthy, Alaska",22,1.2,ml,59:31.7,02:56.2,US,Low
ak2025zibght,-150.05,61.195,19.3,"M 2.0 - 8 km WSW of Anchorage, Alaska","8 km WSW of Anchorage, Alaska",62,2,ml,42:20.2,44:33.1,US,Low
ci41146999,-116.797,33.99316667,17.9,"M 0.8 - 8 km N of Cabazon, CA","8 km N of Cabazon, CA",10,0.79,ml,22:27.0,26:03.9,US,Low
av93053709,-154.9476667,58.27283333,-0.33,"M -0.7 - 83 km NNW of Karluk, Alaska","83 km NNW of Karluk, Alaska",0,-0.7,ml,19:19.1,30:59.7,US,Low
ci41146991,-117.532,35.69566667,6.61,"M 1.1 - 14 km SW of Searles Valley, CA","14 km SW of Searles Valley, CA",18,1.07,ml,58:43.6,25:10.4,US,Low
hv74860077,-155.3654938,19.13500023,35.36999893,"M 1.8 - 14 km ESE of P?hala, Hawaii","14 km ESE of P?hala, Hawaii",50,1.81,md,54:26.2,57:56.9,US,Low
hv74860057,-155.4190063,19.16666603,41.29999924,"M 1.8 - 7 km ESE of P?hala, Hawaii","7 km ESE of P?hala, Hawaii",49,1.79,md,47:21.4,51:38.9,US,Low
hv74860052,-155.449173,19.17583275,41.27000046,"M 1.8 - 4 km SE of P?hala, Hawaii","4 km SE of P?hala, Hawaii",50,1.81,md,44:31.2,48:07.9,US,Low
ak2025zhyxwd,-155.919,57.539,19.1,"M 1.4 - 87 km W of Karluk, Alaska","87 km W of Karluk, Alaska",30,1.4,ml,32:11.4,17:58.0,US,Low
tx2025zhykin,-104.218,31.656,6.0999,"M 2.1 - 55 km NW of Toyah, Texas","55 km NW of Toyah, Texas",68,2.1,ml,18:39.1,13:02.7,US,Low
tx2025zhyfrq,-99.126,28.802,6.8418,"M 1.8 - 10 km SSW of Pearsall, Texas","10 km SSW of Pearsall, Texas",50,1.8,ml,11:07.4,00:12.3,US,Low
us7000rkpt,-176.3041,-26.4885,10,M 5.2 - south of the Fiji Islands,south of the Fiji Islands,416,5.2,mb,57:15.3,16:58.0,TO,Moderate
nc75286036,-122.2454987,37.8793335,9.829999924,"M 1.0 - 3 km ENE of Berkeley, CA","3 km ENE of Berkeley, CA",17,1.04,md,52:31.3,32:19.9,US,Low
tx2025zhxpfn,-101.073,32.141,6.9092,"M 2.2 - 24 km SSW of Westbrook, Texas","24 km SSW of Westbrook, Texas",74,2.2,ml,52:00.2,12:58.8,US,Low
nc75286031,-122.2505035,37.87566757,9.479999542,"M 2.4 - 2 km ENE of Berkeley, CA","2 km ENE of Berkeley, CA",92,2.39,md,51:48.2,37:07.3,US,Low
av93053704,-154.6565,58.46433333,5.24,"M -0.7 - 100 km N of Karluk, Alaska","100 km N of Karluk, Alaska",0,-0.73,ml,44:34.5,13:28.7,US,Low
av93963586,-178.9911667,51.75833333,12.21,"M 1.4 - 163 km W of Adak, Alaska","163 km W of Adak, Alaska",30,1.39,ml,42:54.8,32:12.6,US,Low
us7000rkpm,-139.9832,60.766,1.452,"M 3.9 - 136 km N of Yakutat, Alaska","136 km N of Yakutat, Alaska",234,3.9,mb,34:49.9,13:34.0,CA,Moderate
av93963566,-153.0871667,60.043,-0.88,"M -0.7 - 63 km ENE of Pedro Bay, Alaska","63 km ENE of Pedro Bay, Alaska",0,-0.65,ml,34:41.2,10:57.5,US,Low
av93963561,-154.6555,58.457,4.52,"M -0.2 - 99 km N of Karluk, Alaska","99 km N of Karluk, Alaska",0,-0.17,ml,33:45.7,08:57.3,US,Low
av93963526,-152.76,60.49316667,1.24,"M -0.7 - 78 km NW of Ninilchik, Alaska","78 km NW of Ninilchik, Alaska",0,-0.73,ml,17:34.5,58:56.7,US,Low
ak2025zhvzfb,-150.999,62.255,75,"M 1.4 - 29 km SSW of Petersville, Alaska","29 km SSW of Petersville, Alaska",30,1.4,ml,03:13.6,05:44.2,US,Low
ak2025zhvtlb,-150.999,64.758,9.9,"M 1.7 - 32 km SSW of Manley Hot Springs, Alaska","32 km SSW of Manley Hot Springs, Alaska",44,1.7,ml,56:32.2,58:33.2,US,Low
us7000rkpi,-139.527,60.4777,3.734,"M 2.9 - 104 km N of Yakutat, Alaska","104 km N of Yakutat, Alaska",129,2.9,ml,53:52.2,34:25.0,CA,Moderate
ci41146983,-116.7931667,33.68783333,16.92,"M 0.8 - 9 km SW of Idyllwild, CA","9 km SW of Idyllwild, CA",9,0.75,ml,49:27.4,25:11.4,US,Low
nc75286026,-121.4219971,36.89699936,6.320000172,"M 1.8 - 6 km NNW of Hollister, CA","6 km NNW of Hollister, CA",49,1.79,md,48:52.5,52:19.6,US,Low
